기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가
20250218,105550,엣지파운드리,KOSDAQ,중견기업부,4630,580,14.32,3995,4800,3975,14165386,634.9,2932.0,63333635,2932.0,True
20250218,014440,영보화학,KOSPI,,4375,0,0.0,4365,4380,4315,23401,1.0,875.0,20000000,875.0,True
20250218,475830,오름테라퓨틱,KOSDAQ,기술성장기업부,36750,8450,29.86,31950,36750,31150,10025997,3415.1,7691.0,20929118,7691.0,True
20250218,382150,온코크로스,KOSDAQ,기술성장기업부,13400,450,3.47,12980,13580,12590,4399432,578.8,1592.0,11881937,1592.0,True
20250218,226950,올릭스,KOSDAQ,기술성장기업부,48300,150,0.31,47000,49600,45750,1481302,711.2,8916.0,18459573,8916.0,True
20250218,316140,우리금융지주,KOSPI,,17240,110,0.64,17130,17340,17100,1210976,208.5,128023.0,742591501,128023.0,True
20250218,065680,우주일렉트로,KOSDAQ,우량기업부,26400,150,0.57,26550,27300,25500,57543,15.2,2516.0,9530000,2516.0,True
20250218,377460,위니아에이드,KOSDAQ,투자주의환기종목(소속부없음),1691,0,0.0,0,0,0,0,0.0,260.0,15393405,260.0,True
20250218,335870,윙스풋,KOSDAQ,중견기업부,2115,30,1.44,2065,2120,1997,81521,1.7,353.0,16681422,353.0,True
20250218,388720,유일로보틱스,KOSDAQ,벤처기업부,65000,15000,30.0,54000,65000,53500,3622090,2184.9,7445.0,11453434,7445.0,True
20250218,093230,이아이디,KOSPI,,1392,0,0.0,0,0,0,0,0.0,3541.0,254384360,3541.0,True
20250218,096040,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0.0,0,0,0,0,0.0,2456.0,906131295,2456.0,True
20250218,082270,젬백스,KOSDAQ,벤처기업부,30400,2400,8.57,27750,30450,27350,1419109,419.0,12158.0,39994174,12158.0,True
20250218,109070,주성코퍼레이션,KOSPI,,4100,0,0.0,0,0,0,0,0.0,2165.0,52810230,2165.0,True
20250218,358570,지아이이노베이션,KOSDAQ,기술성장기업부,15830,580,3.8,15240,15840,14650,1344295,203.4,7013.0,44304799,7013.0,True
20250218,012600,청호ICT,KOSPI,,2490,0,0.0,0,0,0,0,0.0,1161.0,46634517,1161.0,True
20250218,006380,카프로,KOSPI,,3660,0,0.0,0,0,0,0,0.0,6185.0,168999996,6185.0,True
20250218,256940,케이피에스,KOSDAQ,벤처기업부,8690,190,2.24,8660,8770,8350,154021,13.3,1629.0,18748658,1629.0,True
20250218,950160,코오롱티슈진,KOSDAQ,외국기업(소속부없음),38950,50,0.13,38900,39450,37550,445790,171.4,31716.0,81428645,31716.0,True
20250218,204610,티쓰리,KOSDAQ,벤처기업부,1753,43,2.51,1710,1780,1694,303208,5.3,1126.0,64211720,1126.0,True
20250218,214450,파마리서치,KOSDAQ GLOBAL,우량기업부,294500,7500,2.61,289500,297000,284500,80635,235.3,30951.0,10509600,30951.0,True
20250218,005690,파미셀,KOSPI,,11480,810,7.59,10850,11610,10320,2993913,336.7,6890.0,60016964,6890.0,True
20250218,452450,피아이이,KOSDAQ,벤처기업부,12770,1470,13.01,11210,13250,10830,26140407,3190.7,4575.0,35826000,4575.0,True
20250218,017960,한국카본,KOSPI,,14710,380,2.65,14430,14850,14100,725876,106.0,7636.0,51908452,7636.0,True
20250218,214870,한울BnC,KOSDAQ,투자주의환기종목(소속부없음),6920,0,0.0,0,0,0,0,0.0,648.0,9359221,648.0,True
20250218,000880,한화,KOSPI,,50000,5750,12.99,45000,50000,45000,737503,354.9,37479.0,74958735,37479.0,True
20250218,272210,한화시스템,KOSPI,,35700,1350,3.93,35350,36800,34950,9800824,3486.3,67444.0,188919389,67444.0,True
20250218,012450,한화에어로스페이스,KOSPI,,643000,66000,11.44,600000,659000,599000,1245770,7863.4,293087.0,45581161,293087.0,True
20250218,000720,현대건설,KOSPI,,37000,2800,8.19,34450,37550,34200,2889194,1050.3,41202.0,111355765,41202.0,True
20250218,064350,현대로템,KOSPI,,89700,5900,7.04,86800,91100,86800,3861327,3443.6,97901.0,109142293,97901.0,True
20250218,090710,휴림로봇,KOSDAQ,중견기업부,2785,340,13.91,2480,2935,2475,90793506,2500.9,3053.0,109623165,3053.0,True
